[
	[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],
	[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],
	[0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0],
	[0,0,0,0,0,0,8,5,0,9,0,0,0,8,9,0,0,0,0,8],
	[0,0,0,0,0,4,4,5,4,4,0,4,4,4,4,4,4,0,4,4],
	[0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0],
	[0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0],
	[0,0,0,0,0,2,0,5,0,0,8,9,0,0,0,0,0,0,0,0],
	[0,0,0,0,8,0,0,5,0,4,4,4,0,0,0,0,0,0,0,0],
	[0,0,0,4,4,4,4,5,0,0,0,0,0,0,0,0,9,0,0,0],
	[0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,4,0,0,0],
	[0,0,0,0,0,0,0,5,0,0,0,0,0,4,4,0,0,0,0,0],
	[0,0,0,5,0,0,0,5,0,0,8,4,4,0,0,0,0,0,0,0],
	[0,0,8,5,0,9,0,5,0,4,4,0,0,0,0,9,0,8,0,0],
	[0,0,4,5,4,4,4,5,4,0,0,0,0,0,4,4,4,4,4,0],
	[0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0],
	[0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0],
	[0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,5,0,0,0],
	[0,8,0,5,0,9,0,5,0,0,0,5,0,8,9,0,5,0,8,0],
	[0,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,5,4,4,0],
	[0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,5,0,0,0],
	[0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,5,0,0,0],
	[0,0,0,0,0,0,0,5,1,0,0,5,0,0,0,0,5,0,0,0],
	[0,0,9,0,8,0,0,5,0,0,0,5,0,0,9,0,5,0,0,0],
	[4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4]
]
